21/01/2023 18:09:34;0
21/01/2023 18:09:36;0
21/01/2023 18:09:38;0
21/01/2023 18:09:41;0
21/01/2023 18:09:43;0
21/01/2023 18:09:45;0
21/01/2023 18:09:48;0
21/01/2023 18:09:50;0
21/01/2023 18:09:52;0
21/01/2023 18:09:54;0
21/01/2023 18:09:57;0
21/01/2023 18:09:59;0
21/01/2023 18:10:01;0
21/01/2023 18:10:03;0
21/01/2023 18:10:06;0
21/01/2023 18:10:08;0
21/01/2023 18:10:11;0
21/01/2023 18:10:13;0
21/01/2023 18:10:15;0
21/01/2023 18:10:17;0
21/01/2023 18:10:20;0
21/01/2023 18:10:22;0
21/01/2023 18:10:24;0
21/01/2023 18:10:26;0
21/01/2023 18:10:29;0
21/01/2023 18:10:31;0
21/01/2023 18:10:33;0
21/01/2023 18:10:35;0
21/01/2023 18:10:38;0
21/01/2023 18:10:40;0
21/01/2023 18:10:42;0
21/01/2023 18:10:44;0
21/01/2023 18:10:46;0
21/01/2023 18:10:49;0
21/01/2023 18:10:51;0
21/01/2023 18:10:53;0
21/01/2023 18:10:56;0
21/01/2023 18:10:58;0
21/01/2023 18:11:00;0
21/01/2023 18:11:02;0
21/01/2023 18:11:04;0
21/01/2023 18:11:07;0
21/01/2023 18:11:09;0
21/01/2023 18:11:11;0
21/01/2023 18:11:13;0
21/01/2023 18:11:16;0
21/01/2023 18:11:18;0
21/01/2023 18:11:20;0
21/01/2023 18:11:22;0
21/01/2023 18:11:25;0
21/01/2023 18:11:27;0
21/01/2023 18:11:29;0
21/01/2023 18:11:31;0
21/01/2023 18:11:34;0
21/01/2023 18:11:36;0
21/01/2023 18:11:38;0
21/01/2023 18:11:40;0
21/01/2023 18:11:43;0
21/01/2023 18:11:45;0
21/01/2023 18:11:47;0
21/01/2023 18:11:50;0
21/01/2023 18:11:52;0
21/01/2023 18:11:54;0
21/01/2023 18:11:56;0
21/01/2023 18:11:59;0
21/01/2023 18:12:01;0
21/01/2023 18:12:03;0
21/01/2023 18:12:05;0
21/01/2023 18:12:08;0
21/01/2023 18:12:10;0
21/01/2023 18:12:12;0
21/01/2023 18:12:14;0
21/01/2023 18:12:17;0
21/01/2023 18:12:19;0
21/01/2023 18:12:21;0
21/01/2023 18:12:24;0
21/01/2023 18:12:26;0
21/01/2023 18:12:28;0
21/01/2023 18:12:31;0
21/01/2023 18:12:33;0
21/01/2023 18:12:35;0
21/01/2023 18:12:37;0
21/01/2023 18:12:40;0
21/01/2023 18:12:42;0
21/01/2023 18:12:44;0
21/01/2023 18:12:46;0
21/01/2023 18:12:48;0
21/01/2023 18:12:51;0
21/01/2023 18:12:53;0
21/01/2023 18:12:55;0
21/01/2023 18:12:57;0
21/01/2023 18:13:00;0
21/01/2023 18:13:02;0
21/01/2023 18:13:04;0
21/01/2023 18:13:07;0
21/01/2023 18:13:09;0
21/01/2023 18:13:11;0
21/01/2023 18:13:14;0
21/01/2023 18:13:16;0
